user_id,method,tide,tlx
10,NoInstructions,LowTide,7
10,NoInstructions,LowTide,7
10,NoInstructions,LowTide,7
10,NoInstructions,LowTide,7
10,NoInstructions,LowTide,7
10,NoInstructions,LowTide,6
10,NoInstructions,LowTide,6
10,NoInstructions,LowTide,7
10,NoInstructions,LowTide,7
10,NoInstructions,LowTide,7
10,NoInstructions,LowTide,6
10,NoInstructions,LowTide,7
10,NoInstructions,LowTide,6
10,NoInstructions,LowTide,6
10,NoInstructions,LowTide,7
10,NoInstructions,LowTide,6
10,NoInstructions,LowTide,6
10,NoInstructions,LowTide,6
10,Imitation,LowTide,7
10,Imitation,LowTide,7
10,Imitation,LowTide,7
10,Imitation,LowTide,7
10,Imitation,LowTide,6
10,Imitation,LowTide,6
10,Imitation,LowTide,7
10,Imitation,LowTide,6
10,Imitation,LowTide,6
10,Imitation,LowTide,7
10,Imitation,LowTide,6
10,Imitation,LowTide,7
10,Imitation,LowTide,6
10,Imitation,LowTide,6
10,Imitation,LowTide,6
10,Imitation,LowTide,6
10,Imitation,LowTide,6
10,Imitation,LowTide,6
10,Gamification,LowTide,7
10,Gamification,LowTide,7
10,Gamification,LowTide,7
10,Gamification,LowTide,6
10,Gamification,LowTide,6
10,Gamification,LowTide,6
10,Gamification,LowTide,7
10,Gamification,LowTide,6
10,Gamification,LowTide,6
10,Gamification,LowTide,7
10,Gamification,LowTide,6
10,Gamification,LowTide,7
10,Gamification,LowTide,6
10,Gamification,LowTide,6
10,Gamification,LowTide,6
10,Gamification,LowTide,6
10,Gamification,LowTide,6
10,Gamification,LowTide,6
10,NoInstructions,HighTide,7
10,NoInstructions,HighTide,7
10,NoInstructions,HighTide,7
10,NoInstructions,HighTide,7
10,NoInstructions,HighTide,6
10,NoInstructions,HighTide,6
10,NoInstructions,HighTide,6
10,NoInstructions,HighTide,6
10,NoInstructions,HighTide,6
10,NoInstructions,HighTide,7
10,NoInstructions,HighTide,6
10,NoInstructions,HighTide,7
10,NoInstructions,HighTide,6
10,NoInstructions,HighTide,5
10,NoInstructions,HighTide,6
10,NoInstructions,HighTide,5
10,NoInstructions,HighTide,6
10,NoInstructions,HighTide,5
10,Imitation,HighTide,1
10,Imitation,HighTide,7
10,Imitation,HighTide,7
10,Imitation,HighTide,7
10,Imitation,HighTide,7
10,Imitation,HighTide,7
10,Imitation,HighTide,7
10,Imitation,HighTide,6
10,Imitation,HighTide,6
10,Imitation,HighTide,6
10,Imitation,HighTide,6
10,Imitation,HighTide,7
10,Imitation,HighTide,7
10,Imitation,HighTide,5
10,Imitation,HighTide,7
10,Imitation,HighTide,6
10,Imitation,HighTide,6
10,Imitation,HighTide,6
10,Gamification,HighTide,7
10,Gamification,HighTide,7
10,Gamification,HighTide,7
10,Gamification,HighTide,7
10,Gamification,HighTide,7
10,Gamification,HighTide,7
10,Gamification,HighTide,7
10,Gamification,HighTide,6
10,Gamification,HighTide,7
10,Gamification,HighTide,7
10,Gamification,HighTide,6
10,Gamification,HighTide,7
10,Gamification,HighTide,7
10,Gamification,HighTide,6
10,Gamification,HighTide,6
10,Gamification,HighTide,6
10,Gamification,HighTide,6
10,Gamification,HighTide,6
11,NoInstructions,LowTide,7
11,NoInstructions,LowTide,6
11,NoInstructions,LowTide,7
11,NoInstructions,LowTide,6
11,NoInstructions,LowTide,5
11,NoInstructions,LowTide,6
11,NoInstructions,LowTide,6
11,NoInstructions,LowTide,6
11,NoInstructions,LowTide,6
11,NoInstructions,LowTide,7
11,NoInstructions,LowTide,5
11,NoInstructions,LowTide,7
11,NoInstructions,LowTide,6
11,NoInstructions,LowTide,1
11,NoInstructions,LowTide,5
11,NoInstructions,LowTide,6
11,NoInstructions,LowTide,5
11,NoInstructions,LowTide,6
11,Imitation,LowTide,7
11,Imitation,LowTide,6
11,Imitation,LowTide,6
11,Imitation,LowTide,6
11,Imitation,LowTide,6
11,Imitation,LowTide,6
11,Imitation,LowTide,5
11,Imitation,LowTide,6
11,Imitation,LowTide,6
11,Imitation,LowTide,6
11,Imitation,LowTide,5
11,Imitation,LowTide,7
11,Imitation,LowTide,5
11,Imitation,LowTide,2
11,Imitation,LowTide,5
11,Imitation,LowTide,5
11,Imitation,LowTide,6
11,Imitation,LowTide,6
11,Gamification,LowTide,6
11,Gamification,LowTide,6
11,Gamification,LowTide,6
11,Gamification,LowTide,5
11,Gamification,LowTide,5
11,Gamification,LowTide,6
11,Gamification,LowTide,5
11,Gamification,LowTide,6
11,Gamification,LowTide,5
11,Gamification,LowTide,5
11,Gamification,LowTide,5
11,Gamification,LowTide,5
11,Gamification,LowTide,5
11,Gamification,LowTide,2
11,Gamification,LowTide,5
11,Gamification,LowTide,6
11,Gamification,LowTide,5
11,Gamification,LowTide,6
11,NoInstructions,HighTide,6
11,NoInstructions,HighTide,5
11,NoInstructions,HighTide,5
11,NoInstructions,HighTide,6
11,NoInstructions,HighTide,5
11,NoInstructions,HighTide,5
11,NoInstructions,HighTide,6
11,NoInstructions,HighTide,6
11,NoInstructions,HighTide,6
11,NoInstructions,HighTide,6
11,NoInstructions,HighTide,5
11,NoInstructions,HighTide,7
11,NoInstructions,HighTide,5
11,NoInstructions,HighTide,1
11,NoInstructions,HighTide,5
11,NoInstructions,HighTide,5
11,NoInstructions,HighTide,4
11,NoInstructions,HighTide,5
11,Imitation,HighTide,6
11,Imitation,HighTide,5
11,Imitation,HighTide,6
11,Imitation,HighTide,6
11,Imitation,HighTide,5
11,Imitation,HighTide,5
11,Imitation,HighTide,5
11,Imitation,HighTide,6
11,Imitation,HighTide,6
11,Imitation,HighTide,7
11,Imitation,HighTide,5
11,Imitation,HighTide,7
11,Imitation,HighTide,5
11,Imitation,HighTide,1
11,Imitation,HighTide,5
11,Imitation,HighTide,5
11,Imitation,HighTide,5
11,Imitation,HighTide,6
11,Gamification,HighTide,6
11,Gamification,HighTide,6
11,Gamification,HighTide,5
11,Gamification,HighTide,5
11,Gamification,HighTide,6
11,Gamification,HighTide,5
11,Gamification,HighTide,5
11,Gamification,HighTide,6
11,Gamification,HighTide,6
11,Gamification,HighTide,6
11,Gamification,HighTide,5
11,Gamification,HighTide,6
11,Gamification,HighTide,6
11,Gamification,HighTide,2
11,Gamification,HighTide,5
11,Gamification,HighTide,5
11,Gamification,HighTide,5
11,Gamification,HighTide,6
12,NoInstructions,LowTide,5
12,NoInstructions,LowTide,5
12,NoInstructions,LowTide,6
12,NoInstructions,LowTide,6
12,NoInstructions,LowTide,6
12,NoInstructions,LowTide,6
12,NoInstructions,LowTide,5
12,NoInstructions,LowTide,5
12,NoInstructions,LowTide,5
12,NoInstructions,LowTide,5
12,NoInstructions,LowTide,5
12,NoInstructions,LowTide,6
12,NoInstructions,LowTide,6
12,NoInstructions,LowTide,6
12,NoInstructions,LowTide,5
12,NoInstructions,LowTide,6
12,NoInstructions,LowTide,4
12,NoInstructions,LowTide,6
12,Imitation,LowTide,5
12,Imitation,LowTide,5
12,Imitation,LowTide,5
12,Imitation,LowTide,5
12,Imitation,LowTide,6
12,Imitation,LowTide,5
12,Imitation,LowTide,5
12,Imitation,LowTide,6
12,Imitation,LowTide,5
12,Imitation,LowTide,5
12,Imitation,LowTide,4
12,Imitation,LowTide,5
12,Imitation,LowTide,5
12,Imitation,LowTide,5
12,Imitation,LowTide,6
12,Imitation,LowTide,6
12,Imitation,LowTide,4
12,Imitation,LowTide,6
12,Gamification,LowTide,4
12,Gamification,LowTide,4
12,Gamification,LowTide,3
12,Gamification,LowTide,4
12,Gamification,LowTide,5
12,Gamification,LowTide,3
12,Gamification,LowTide,3
12,Gamification,LowTide,4
12,Gamification,LowTide,4
12,Gamification,LowTide,4
12,Gamification,LowTide,2
12,Gamification,LowTide,3
12,Gamification,LowTide,3
12,Gamification,LowTide,4
12,Gamification,LowTide,3
12,Gamification,LowTide,4
12,Gamification,LowTide,2
12,Gamification,LowTide,3
12,NoInstructions,HighTide,5
12,NoInstructions,HighTide,4
12,NoInstructions,HighTide,4
12,NoInstructions,HighTide,5
12,NoInstructions,HighTide,5
12,NoInstructions,HighTide,5
12,NoInstructions,HighTide,4
12,NoInstructions,HighTide,4
12,NoInstructions,HighTide,5
12,NoInstructions,HighTide,6
12,NoInstructions,HighTide,5
12,NoInstructions,HighTide,6
12,NoInstructions,HighTide,5
12,NoInstructions,HighTide,4
12,NoInstructions,HighTide,4
12,NoInstructions,HighTide,6
12,NoInstructions,HighTide,5
12,NoInstructions,HighTide,5
12,Imitation,HighTide,5
12,Imitation,HighTide,5
12,Imitation,HighTide,5
12,Imitation,HighTide,6
12,Imitation,HighTide,5
12,Imitation,HighTide,5
12,Imitation,HighTide,4
12,Imitation,HighTide,6
12,Imitation,HighTide,6
12,Imitation,HighTide,6
12,Imitation,HighTide,5
12,Imitation,HighTide,6
12,Imitation,HighTide,6
12,Imitation,HighTide,5
12,Imitation,HighTide,5
12,Imitation,HighTide,6
12,Imitation,HighTide,5
12,Imitation,HighTide,5
12,Gamification,HighTide,3
12,Gamification,HighTide,4
12,Gamification,HighTide,3
12,Gamification,HighTide,4
12,Gamification,HighTide,6
12,Gamification,HighTide,4
12,Gamification,HighTide,3
12,Gamification,HighTide,4
12,Gamification,HighTide,4
12,Gamification,HighTide,3
12,Gamification,HighTide,2
12,Gamification,HighTide,3
12,Gamification,HighTide,3
12,Gamification,HighTide,5
12,Gamification,HighTide,4
12,Gamification,HighTide,4
12,Gamification,HighTide,3
12,Gamification,HighTide,3
13,NoInstructions,LowTide,7
13,NoInstructions,LowTide,7
13,NoInstructions,LowTide,7
13,NoInstructions,LowTide,7
13,NoInstructions,LowTide,7
13,NoInstructions,LowTide,6
13,NoInstructions,LowTide,6
13,NoInstructions,LowTide,6
13,NoInstructions,LowTide,6
13,NoInstructions,LowTide,7
13,NoInstructions,LowTide,6
13,NoInstructions,LowTide,7
13,NoInstructions,LowTide,6
13,NoInstructions,LowTide,6
13,NoInstructions,LowTide,6
13,NoInstructions,LowTide,6
13,NoInstructions,LowTide,6
13,NoInstructions,LowTide,7
13,Imitation,LowTide,7
13,Imitation,LowTide,7
13,Imitation,LowTide,7
13,Imitation,LowTide,7
13,Imitation,LowTide,7
13,Imitation,LowTide,7
13,Imitation,LowTide,6
13,Imitation,LowTide,7
13,Imitation,LowTide,7
13,Imitation,LowTide,7
13,Imitation,LowTide,6
13,Imitation,LowTide,7
13,Imitation,LowTide,5
13,Imitation,LowTide,6
13,Imitation,LowTide,6
13,Imitation,LowTide,6
13,Imitation,LowTide,6
13,Imitation,LowTide,2
13,Gamification,LowTide,7
13,Gamification,LowTide,7
13,Gamification,LowTide,7
13,Gamification,LowTide,7
13,Gamification,LowTide,7
13,Gamification,LowTide,7
13,Gamification,LowTide,7
13,Gamification,LowTide,6
13,Gamification,LowTide,6
13,Gamification,LowTide,7
13,Gamification,LowTide,6
13,Gamification,LowTide,6
13,Gamification,LowTide,6
13,Gamification,LowTide,6
13,Gamification,LowTide,6
13,Gamification,LowTide,5
13,Gamification,LowTide,6
13,Gamification,LowTide,6
13,NoInstructions,HighTide,7
13,NoInstructions,HighTide,5
13,NoInstructions,HighTide,5
13,NoInstructions,HighTide,5
13,NoInstructions,HighTide,6
13,NoInstructions,HighTide,5
13,NoInstructions,HighTide,4
13,NoInstructions,HighTide,5
13,NoInstructions,HighTide,5
13,NoInstructions,HighTide,7
13,NoInstructions,HighTide,5
13,NoInstructions,HighTide,7
13,NoInstructions,HighTide,5
13,NoInstructions,HighTide,4
13,NoInstructions,HighTide,5
13,NoInstructions,HighTide,5
13,NoInstructions,HighTide,5
13,NoInstructions,HighTide,5
13,Imitation,HighTide,6
13,Imitation,HighTide,5
13,Imitation,HighTide,6
13,Imitation,HighTide,6
13,Imitation,HighTide,5
13,Imitation,HighTide,5
13,Imitation,HighTide,5
13,Imitation,HighTide,5
13,Imitation,HighTide,5
13,Imitation,HighTide,7
13,Imitation,HighTide,5
13,Imitation,HighTide,7
13,Imitation,HighTide,4
13,Imitation,HighTide,5
13,Imitation,HighTide,5
13,Imitation,HighTide,5
13,Imitation,HighTide,5
13,Imitation,HighTide,5
13,Gamification,HighTide,6
13,Gamification,HighTide,6
13,Gamification,HighTide,5
13,Gamification,HighTide,6
13,Gamification,HighTide,6
13,Gamification,HighTide,6
13,Gamification,HighTide,5
13,Gamification,HighTide,5
13,Gamification,HighTide,5
13,Gamification,HighTide,7
13,Gamification,HighTide,6
13,Gamification,HighTide,7
13,Gamification,HighTide,6
13,Gamification,HighTide,5
13,Gamification,HighTide,5
13,Gamification,HighTide,5
13,Gamification,HighTide,5
13,Gamification,HighTide,5
14,NoInstructions,LowTide,6
14,NoInstructions,LowTide,2
14,NoInstructions,LowTide,4
14,NoInstructions,LowTide,5
14,NoInstructions,LowTide,5
14,NoInstructions,LowTide,5
14,NoInstructions,LowTide,4
14,NoInstructions,LowTide,5
14,NoInstructions,LowTide,5
14,NoInstructions,LowTide,5
14,NoInstructions,LowTide,5
14,NoInstructions,LowTide,7
14,NoInstructions,LowTide,5
14,NoInstructions,LowTide,1
14,NoInstructions,LowTide,4
14,NoInstructions,LowTide,4
14,NoInstructions,LowTide,5
14,NoInstructions,LowTide,5
14,Imitation,LowTide,5
14,Imitation,LowTide,2
14,Imitation,LowTide,4
14,Imitation,LowTide,5
14,Imitation,LowTide,6
14,Imitation,LowTide,5
14,Imitation,LowTide,5
14,Imitation,LowTide,4
14,Imitation,LowTide,5
14,Imitation,LowTide,5
14,Imitation,LowTide,4
14,Imitation,LowTide,7
14,Imitation,LowTide,5
14,Imitation,LowTide,1
14,Imitation,LowTide,4
14,Imitation,LowTide,6
14,Imitation,LowTide,5
14,Imitation,LowTide,5
14,Gamification,LowTide,7
14,Gamification,LowTide,7
14,Gamification,LowTide,7
14,Gamification,LowTide,6
14,Gamification,LowTide,6
14,Gamification,LowTide,6
14,Gamification,LowTide,6
14,Gamification,LowTide,6
14,Gamification,LowTide,6
14,Gamification,LowTide,7
14,Gamification,LowTide,7
14,Gamification,LowTide,7
14,Gamification,LowTide,6
14,Gamification,LowTide,2
14,Gamification,LowTide,4
14,Gamification,LowTide,6
14,Gamification,LowTide,6
14,Gamification,LowTide,6
14,NoInstructions,HighTide,5
14,NoInstructions,HighTide,5
14,NoInstructions,HighTide,5
14,NoInstructions,HighTide,5
14,NoInstructions,HighTide,4
14,NoInstructions,HighTide,5
14,NoInstructions,HighTide,5
14,NoInstructions,HighTide,5
14,NoInstructions,HighTide,5
14,NoInstructions,HighTide,5
14,NoInstructions,HighTide,5
14,NoInstructions,HighTide,2
14,NoInstructions,HighTide,5
14,NoInstructions,HighTide,4
14,NoInstructions,HighTide,4
14,NoInstructions,HighTide,5
14,NoInstructions,HighTide,4
14,NoInstructions,HighTide,5
14,Imitation,HighTide,6
14,Imitation,HighTide,3
14,Imitation,HighTide,5
14,Imitation,HighTide,4
14,Imitation,HighTide,2
14,Imitation,HighTide,5
14,Imitation,HighTide,4
14,Imitation,HighTide,5
14,Imitation,HighTide,5
14,Imitation,HighTide,6
14,Imitation,HighTide,5
14,Imitation,HighTide,7
14,Imitation,HighTide,5
14,Imitation,HighTide,1
14,Imitation,HighTide,5
14,Imitation,HighTide,5
14,Imitation,HighTide,5
14,Imitation,HighTide,5
14,Gamification,HighTide,7
14,Gamification,HighTide,7
14,Gamification,HighTide,7
14,Gamification,HighTide,7
14,Gamification,HighTide,6
14,Gamification,HighTide,6
14,Gamification,HighTide,6
14,Gamification,HighTide,5
14,Gamification,HighTide,6
14,Gamification,HighTide,6
14,Gamification,HighTide,6
14,Gamification,HighTide,5
14,Gamification,HighTide,6
14,Gamification,HighTide,1
14,Gamification,HighTide,4
14,Gamification,HighTide,5
14,Gamification,HighTide,4
14,Gamification,HighTide,5
15,NoInstructions,LowTide,5
15,NoInstructions,LowTide,5
15,NoInstructions,LowTide,5
15,NoInstructions,LowTide,5
15,NoInstructions,LowTide,5
15,NoInstructions,LowTide,5
15,NoInstructions,LowTide,6
15,NoInstructions,LowTide,5
15,NoInstructions,LowTide,5
15,NoInstructions,LowTide,6
15,NoInstructions,LowTide,6
15,NoInstructions,LowTide,5
15,NoInstructions,LowTide,5
15,NoInstructions,LowTide,4
